Count No.,Actual Angle (deg),VA (V),VB (V),State AB,FPGA Count,theta_interp_x10,Measured Angle (deg),base_theta_x10,T_period (cycles),T_phase (cycles),Quant Error (deg),Latency Error (deg),Mech Error (deg),Total Error (deg)
519,233.10,3.3,3.3,11,-1318,1061,105.30,1053,500,492,-127.800000,0.010800,-0.209937,-127.999137
520,233.55,0.0,3.3,01,-1319,1070,106.20,1062,500,492,-127.350000,0.010800,-0.196230,-127.535430
521,234.00,0.0,0.0,00,-1320,1079,107.10,1071,500,492,-126.900000,0.010800,-0.161803,-127.051003
522,234.45,3.3,0.0,10,-1321,1088,108.00,1080,500,492,-126.450000,0.010800,-0.127366,-126.566566
523,234.90,3.3,3.3,11,-1322,1097,108.90,1089,500,492,-126.000000,0.010800,-0.113630,-126.102830
524,235.35,0.0,3.3,01,-1323,1106,109.80,1098,500,492,-125.550000,0.010800,-0.129173,-125.668373
525,235.80,0.0,0.0,00,-1324,1115,110.70,1107,500,492,-125.100000,0.010800,-0.165416,-125.254616
526,236.25,3.3,0.0,10,-1325,1124,111.60,1116,500,492,-124.650000,0.010800,-0.201649,-124.840849
527,236.70,3.3,3.3,11,-1326,1133,112.50,1125,500,492,-124.200000,0.010800,-0.217161,-124.406361
528,237.15,0.0,3.3,01,-1327,1142,113.40,1134,500,492,-123.750000,0.010800,-0.203374,-123.942574
529,237.60,0.0,0.0,00,-1328,1151,114.30,1143,500,492,-123.300000,0.010800,-0.168866,-123.458066
530,238.05,3.3,0.0,10,-1329,1160,115.20,1152,500,492,-122.850000,0.010800,-0.134347,-122.973547
531,238.50,3.3,3.3,11,-1330,1169,116.10,1161,500,492,-122.400000,0.010800,-0.120528,-122.509728
532,238.95,0.0,3.3,01,-1331,1178,117.00,1170,500,492,-121.950000,0.010800,-0.135988,-122.075188
533,239.40,0.0,0.0,00,-1332,1187,117.90,1179,500,492,-121.500000,0.010800,-0.172148,-121.661348
534,239.85,3.3,0.0,10,-1333,1196,118.80,1188,500,492,-121.050000,0.010800,-0.208298,-121.247498
535,240.30,3.3,3.3,11,-1334,1205,119.70,1197,500,492,-120.600000,0.010800,-0.223726,-120.812926
536,240.75,0.0,3.3,01,-1335,1214,120.60,1206,500,492,-120.150000,0.010800,-0.209855,-120.349055
537,241.20,0.0,0.0,00,-1336,1223,121.50,1215,500,492,-119.700000,0.010800,-0.175261,-119.864461
538,241.65,3.3,0.0,10,-1337,1232,122.40,1224,500,492,-119.250000,0.010800,-0.140657,-119.379857
539,242.10,3.3,3.3,11,-1338,1241,123.30,1233,500,492,-118.800000,0.010800,-0.126753,-118.915953
540,242.55,0.0,3.3,01,-1339,1250,124.20,1242,500,492,-118.350000,0.010800,-0.142127,-118.481327
541,243.00,0.0,0.0,00,-1340,1259,125.10,1251,500,492,-117.900000,0.010800,-0.178201,-118.067401
542,243.45,3.3,0.0,10,-1341,1268,126.00,1260,500,492,-117.450000,0.010800,-0.214264,-117.653464
543,243.90,3.3,3.3,11,-1342,1277,126.90,1269,500,492,-117.000000,0.010800,-0.229606,-117.218806
544,244.35,0.0,3.3,01,-1343,1286,127.80,1278,500,492,-116.550000,0.010800,-0.215646,-116.754846
545,244.80,0.0,0.0,00,-1344,1295,128.70,1287,500,492,-116.100000,0.010800,-0.180965,-116.270165
546,245.25,3.3,0.0,10,-1345,1304,129.60,1296,500,492,-115.650000,0.010800,-0.146273,-115.785473
547,245.70,3.3,3.3,11,-1346,1313,130.50,1305,500,492,-115.200000,0.010800,-0.132281,-115.321481
548,246.15,0.0,3.3,01,-1347,1322,131.40,1314,500,492,-114.750000,0.010800,-0.147566,-114.886766
549,246.60,0.0,0.0,00,-1348,1331,132.30,1323,500,492,-114.300000,0.010800,-0.183551,-114.472751
550,247.05,3.3,0.0,10,-1349,1340,133.20,1332,500,492,-113.850000,0.010800,-0.219524,-114.058724
551,247.50,3.3,3.3,11,-1350,1349,134.10,1341,500,492,-113.400000,0.010800,-0.234776,-113.623976
552,247.95,0.0,3.3,01,-1351,1358,135.00,1350,500,492,-112.950000,0.010800,-0.220727,-113.159927
553,248.40,0.0,0.0,00,-1352,1367,135.90,1359,500,492,-112.500000,0.010800,-0.185955,-112.675155
554,248.85,3.3,0.0,10,-1353,1376,136.80,1368,500,492,-112.050000,0.010800,-0.151172,-112.190372
555,249.30,3.3,3.3,11,-1354,1385,137.70,1377,500,492,-111.600000,0.010800,-0.137089,-111.726289
556,249.75,0.0,3.3,01,-1355,1394,138.60,1386,500,492,-111.150000,0.010800,-0.152283,-111.291483
557,250.20,0.0,0.0,00,-1356,1403,139.50,1395,500,492,-110.700000,0.010800,-0.188176,-110.877376
558,250.65,3.3,0.0,10,-1357,1412,140.40,1404,500,492,-110.250000,0.010800,-0.224058,-110.463258
559,251.10,3.3,3.3,11,-1358,1421,141.30,1413,500,492,-109.800000,0.010800,-0.239217,-110.028417
560,251.55,0.0,3.3,01,-1359,1430,142.20,1422,500,492,-109.350000,0.010800,-0.225075,-109.564275
561,252.00,0.0,0.0,00,-1360,1439,143.10,1431,500,492,-108.900000,0.010800,-0.190211,-109.079411
562,252.45,3.3,0.0,10,-1361,1448,144.00,1440,500,492,-108.450000,0.010800,-0.155335,-108.594535
563,252.90,3.3,3.3,11,-1362,1457,144.90,1449,500,492,-108.000000,0.010800,-0.141159,-108.130359
564,253.35,0.0,3.3,01,-1363,1466,145.80,1458,500,492,-107.550000,0.010800,-0.156259,-107.695459
565,253.80,0.0,0.0,00,-1364,1475,146.70,1467,500,492,-107.100000,0.010800,-0.192059,-107.281259
566,254.25,3.3,0.0,10,-1365,1484,147.60,1476,500,492,-106.650000,0.010800,-0.227846,-106.867046
567,254.70,3.3,3.3,11,-1366,1493,148.50,1485,500,492,-106.200000,0.010800,-0.242911,-106.432111
568,255.15,0.0,3.3,01,-1367,1502,149.40,1494,500,492,-105.750000,0.010800,-0.228675,-105.967875
569,255.60,0.0,0.0,00,-1368,1511,150.30,1503,500,492,-105.300000,0.010800,-0.193717,-105.482917
570,256.05,3.3,0.0,10,-1369,1520,151.20,1512,500,492,-104.850000,0.010800,-0.158746,-104.997946
571,256.50,3.3,3.3,11,-1370,1529,152.10,1521,500,492,-104.400000,0.010800,-0.144474,-104.533674
572,256.95,0.0,3.3,01,-1371,1538,153.00,1530,500,492,-103.950000,0.010800,-0.159479,-104.098679
573,257.40,0.0,0.0,00,-1372,1547,153.90,1539,500,492,-103.500000,0.010800,-0.195183,-103.684383
574,257.85,3.3,0.0,10,-1373,1556,154.80,1548,500,492,-103.050000,0.010800,-0.230875,-103.270075
575,258.30,3.3,3.3,11,-1374,1565,155.70,1557,500,492,-102.600000,0.010800,-0.245845,-102.835045
576,258.75,0.0,3.3,01,-1375,1574,156.60,1566,500,492,-102.150000,0.010800,-0.231512,-102.370712
577,259.20,0.0,0.0,00,-1376,1583,157.50,1575,500,492,-101.700000,0.010800,-0.196457,-101.885657
578,259.65,3.3,0.0,10,-1377,1592,158.40,1584,500,492,-101.250000,0.010800,-0.161390,-101.400590
579,260.10,3.3,3.3,11,-1378,1601,159.30,1593,500,492,-100.800000,0.010800,-0.147022,-100.936222
580,260.55,0.0,3.3,01,-1379,1610,160.20,1602,500,492,-100.350000,0.010800,-0.161931,-100.501131
581,261.00,0.0,0.0,00,-1380,1619,161.10,1611,500,492,-99.900000,0.010800,-0.197538,-100.086738
582,261.45,3.3,0.0,10,-1381,1628,162.00,1620,500,492,-99.450000,0.010800,-0.233133,-99.672333
583,261.90,3.3,3.3,11,-1382,1637,162.90,1629,500,492,-99.000000,0.010800,-0.248005,-99.237205
584,262.35,0.0,3.3,01,-1383,1646,163.80,1638,500,492,-98.550000,0.010800,-0.233575,-98.772775
585,262.80,0.0,0.0,00,-1384,1655,164.70,1647,500,492,-98.100000,0.010800,-0.198423,-98.287623
586,263.25,3.3,0.0,10,-1385,1664,165.60,1656,500,492,-97.650000,0.010800,-0.163258,-97.802458
587,263.70,3.3,3.3,11,-1386,1673,166.50,1665,500,492,-97.200000,0.010800,-0.148792,-97.337992
588,264.15,0.0,3.3,01,-1387,1682,167.40,1674,500,492,-96.750000,0.010800,-0.163603,-96.902803
589,264.60,0.0,0.0,00,-1388,1691,168.30,1683,500,492,-96.300000,0.010800,-0.199112,-96.488312
590,265.05,3.3,0.0,10,-1389,1700,169.20,1692,500,492,-95.850000,0.010800,-0.234609,-96.073809
591,265.50,3.3,3.3,11,-1390,1709,170.10,1701,500,492,-95.400000,0.010800,-0.249383,-95.638583
592,265.95,0.0,3.3,01,-1391,1718,171.00,1710,500,492,-94.950000,0.010800,-0.234856,-95.174056
593,266.40,0.0,0.0,00,-1392,1727,171.90,1719,500,492,-94.500000,0.010800,-0.199605,-94.688805
594,266.85,3.3,0.0,10,-1393,1736,172.80,1728,500,492,-94.050000,0.010800,-0.164342,-94.203542
595,267.30,3.3,3.3,11,-1394,1745,173.70,1737,500,492,-93.600000,0.010800,-0.149778,-93.738978
596,267.75,0.0,3.3,01,-1395,1754,174.60,1746,500,492,-93.150000,0.010800,-0.164490,-93.303690
597,268.20,0.0,0.0,00,-1396,1763,175.50,1755,500,492,-92.700000,0.010800,-0.199901,-92.889101
598,268.65,3.3,0.0,10,-1397,1772,176.40,1764,500,492,-92.250000,0.010800,-0.235300,-92.474500
599,269.10,3.3,3.3,11,-1398,1781,177.30,1773,500,492,-91.800000,0.010800,-0.249975,-92.039175
600,269.55,0.0,3.3,01,-1399,1790,178.20,1782,500,492,-91.350000,0.010800,-0.235349,-91.574549
601,270.00,0.0,0.0,00,-1400,1799,179.10,1791,500,492,-90.900000,0.010800,-0.200000,-91.089200
602,270.45,3.3,0.0,10,-1401,1808,180.00,1800,500,492,-90.450000,0.010800,-0.164638,-90.603838
603,270.90,3.3,3.3,11,-1402,1817,180.90,1809,500,492,-90.000000,0.010800,-0.149975,-90.139175
604,271.35,0.0,3.3,01,-1403,1826,181.80,1818,500,492,-89.550000,0.010800,-0.164589,-89.703789
605,271.80,0.0,0.0,00,-1404,1835,182.70,1827,500,492,-89.100000,0.010800,-0.199901,-89.289101
606,272.25,3.3,0.0,10,-1405,1844,183.60,1836,500,492,-88.650000,0.010800,-0.235201,-88.874401
607,272.70,3.3,3.3,11,-1406,1853,184.50,1845,500,492,-88.200000,0.010800,-0.249778,-88.438978
608,273.15,0.0,3.3,01,-1407,1862,185.40,1854,500,492,-87.750000,0.010800,-0.235053,-87.974253
609,273.60,0.0,0.0,00,-1408,1871,186.30,1863,500,492,-87.300000,0.010800,-0.199605,-87.488805
610,274.05,3.3,0.0,10,-1409,1880,187.20,1872,500,492,-86.850000,0.010800,-0.164145,-87.003345
611,274.50,3.3,3.3,11,-1410,1889,188.10,1881,500,492,-86.400000,0.010800,-0.149383,-86.538583
612,274.95,0.0,3.3,01,-1411,1898,189.00,1890,500,492,-85.950000,0.010800,-0.163899,-86.103099
613,275.40,0.0,0.0,00,-1412,1907,189.90,1899,500,492,-85.500000,0.010800,-0.199112,-85.688312
614,275.85,3.3,0.0,10,-1413,1916,190.80,1908,500,492,-85.050000,0.010800,-0.234314,-85.273514
615,276.30,3.3,3.3,11,-1414,1925,191.70,1917,500,492,-84.600000,0.010800,-0.248792,-84.837992
616,276.75,0.0,3.3,01,-1415,1934,192.60,1926,500,492,-84.150000,0.010800,-0.233969,-84.373169
617,277.20,0.0,0.0,00,-1416,1943,193.50,1935,500,492,-83.700000,0.010800,-0.198423,-83.887623
618,277.65,3.3,0.0,10,-1417,1952,194.40,1944,500,492,-83.250000,0.010800,-0.162865,-83.402065
619,278.10,3.3,3.3,11,-1418,1961,195.30,1953,500,492,-82.800000,0.010800,-0.148005,-82.937205
620,278.55,0.0,3.3,01,-1419,1970,196.20,1962,500,492,-82.350000,0.010800,-0.162422,-82.501622
621,279.00,0.0,0.0,00,-1420,1979,197.10,1971,500,492,-81.900000,0.010800,-0.197538,-82.086738
622,279.45,3.3,0.0,10,-1421,1988,198.00,1980,500,492,-81.450000,0.010800,-0.232641,-81.671841
623,279.90,3.3,3.3,11,-1422,1997,198.90,1989,500,492,-81.000000,0.010800,-0.247022,-81.236222
624,280.35,0.0,3.3,01,-1423,2006,199.80,1998,500,492,-80.550000,0.010800,-0.232101,-80.771301
625,280.80,0.0,0.0,00,-1424,2015,200.70,2007,500,492,-80.100000,0.010800,-0.196457,-80.285657
626,281.25,3.3,0.0,10,-1425,2024,201.60,2016,500,492,-79.650000,0.010800,-0.160802,-79.800002
627,281.70,3.3,3.3,11,-1426,2033,202.50,2025,500,492,-79.200000,0.010800,-0.145845,-79.335045
628,282.15,0.0,3.3,01,-1427,2042,203.40,2034,500,492,-78.750000,0.010800,-0.160165,-78.899365
629,282.60,0.0,0.0,00,-1428,2051,204.30,2043,500,492,-78.300000,0.010800,-0.195183,-78.484383
630,283.05,3.3,0.0,10,-1429,2060,205.20,2052,500,492,-77.850000,0.010800,-0.230190,-78.069390
631,283.50,3.3,3.3,11,-1430,2069,206.10,2061,500,492,-77.400000,0.010800,-0.244474,-77.633674
632,283.95,0.0,3.3,01,-1431,2078,207.00,2070,500,492,-76.950000,0.010800,-0.229457,-77.168657
633,284.40,0.0,0.0,00,-1432,2087,207.90,2079,500,492,-76.500000,0.010800,-0.193717,-76.682917
634,284.85,3.3,0.0,10,-1433,2096,208.80,2088,500,492,-76.050000,0.010800,-0.157965,-76.197165
635,285.30,3.3,3.3,11,-1434,2105,209.70,2097,500,492,-75.600000,0.010800,-0.142911,-75.732111
636,285.75,0.0,3.3,01,-1435,2114,210.60,2106,500,492,-75.150000,0.010800,-0.157136,-75.296336
637,286.20,0.0,0.0,00,-1436,2123,211.50,2115,500,492,-74.700000,0.010800,-0.192059,-74.881259
638,286.65,3.3,0.0,10,-1437,2132,212.40,2124,500,492,-74.250000,0.010800,-0.226970,-74.466170
639,287.10,3.3,3.3,11,-1438,2141,213.30,2133,500,492,-73.800000,0.010800,-0.241159,-74.030359
640,287.55,0.0,3.3,01,-1439,2150,214.20,2142,500,492,-73.350000,0.010800,-0.226046,-73.565246
641,288.00,0.0,0.0,00,-1440,2159,215.10,2151,500,492,-72.900000,0.010800,-0.190211,-73.079411
642,288.45,3.3,0.0,10,-1441,2168,216.00,2160,500,492,-72.450000,0.010800,-0.154365,-72.593565
643,288.90,3.3,3.3,11,-1442,2177,216.90,2169,500,492,-72.000000,0.010800,-0.139217,-72.128417
644,289.35,0.0,3.3,01,-1443,2186,217.80,2178,500,492,-71.550000,0.010800,-0.153347,-71.692547
645,289.80,0.0,0.0,00,-1444,2195,218.70,2187,500,492,-71.100000,0.010800,-0.188176,-71.277376
646,290.25,3.3,0.0,10,-1445,2204,219.60,2196,500,492,-70.650000,0.010800,-0.222994,-70.862194
647,290.70,3.3,3.3,11,-1446,2213,220.50,2205,500,492,-70.200000,0.010800,-0.237089,-70.426289
648,291.15,0.0,3.3,01,-1447,2222,221.40,2214,500,492,-69.750000,0.010800,-0.221883,-69.961083
649,291.60,0.0,0.0,00,-1448,2231,222.30,2223,500,492,-69.300000,0.010800,-0.185955,-69.475155
650,292.05,3.3,0.0,10,-1449,2240,223.20,2232,500,492,-68.850000,0.010800,-0.150016,-68.989216
651,292.50,3.3,3.3,11,-1450,2249,224.10,2241,500,492,-68.400000,0.010800,-0.134776,-68.523976
652,292.95,0.0,3.3,01,-1451,2258,225.00,2250,500,492,-67.950000,0.010800,-0.148814,-68.088014
653,293.40,0.0,0.0,00,-1452,2267,225.90,2259,500,492,-67.500000,0.010800,-0.183551,-67.672751
654,293.85,3.3,0.0,10,-1453,2276,226.80,2268,500,492,-67.050000,0.010800,-0.218277,-67.257477
655,294.30,3.3,3.3,11,-1454,2285,227.70,2277,500,492,-66.600000,0.010800,-0.232281,-66.821481
656,294.75,0.0,3.3,01,-1455,2294,228.60,2286,500,492,-66.150000,0.010800,-0.216984,-66.356184
657,295.20,0.0,0.0,00,-1456,2303,229.50,2295,500,492,-65.700000,0.010800,-0.180965,-65.870165
658,295.65,3.3,0.0,10,-1457,2312,230.40,2304,500,492,-65.250000,0.010800,-0.144936,-65.384136
659,296.10,3.3,3.3,11,-1458,2321,231.30,2313,500,492,-64.800000,0.010800,-0.129606,-64.918806
660,296.55,0.0,3.3,01,-1459,2330,232.20,2322,500,492,-64.350000,0.010800,-0.143554,-64.482754
661,297.00,0.0,0.0,00,-1460,2339,233.10,2331,500,492,-63.900000,0.010800,-0.178201,-64.067401
662,297.45,3.3,0.0,10,-1461,2348,234.00,2340,500,492,-63.450000,0.010800,-0.212838,-63.652038
663,297.90,3.3,3.3,11,-1462,2357,234.90,2349,500,492,-63.000000,0.010800,-0.226753,-63.215953
664,298.35,0.0,3.3,01,-1463,2366,235.80,2358,500,492,-62.550000,0.010800,-0.211368,-62.750568
665,298.80,0.0,0.0,00,-1464,2375,236.70,2367,500,492,-62.100000,0.010800,-0.175261,-62.264461
666,299.25,3.3,0.0,10,-1465,2384,237.60,2376,500,492,-61.650000,0.010800,-0.139144,-61.778344
667,299.70,3.3,3.3,11,-1466,2393,238.50,2385,500,492,-61.200000,0.010800,-0.123726,-61.312926
668,300.15,0.0,3.3,01,-1467,2402,239.40,2394,500,492,-60.750000,0.010800,-0.137587,-60.876787
669,300.60,0.0,0.0,00,-1468,2411,240.30,2403,500,492,-60.300000,0.010800,-0.172148,-60.461348
670,301.05,3.3,0.0,10,-1469,2420,241.20,2412,500,492,-59.850000,0.010800,-0.206699,-60.045899
671,301.50,3.3,3.3,11,-1470,2429,242.10,2421,500,492,-59.400000,0.010800,-0.220528,-59.609728
672,301.95,0.0,3.3,01,-1471,2438,243.00,2430,500,492,-58.950000,0.010800,-0.205057,-59.144257
673,302.40,0.0,0.0,00,-1472,2447,243.90,2439,500,492,-58.500000,0.010800,-0.168866,-58.658066
674,302.85,3.3,0.0,10,-1473,2456,244.80,2448,500,492,-58.050000,0.010800,-0.132663,-58.171863
675,303.30,3.3,3.3,11,-1474,2465,245.70,2457,500,492,-57.600000,0.010800,-0.117161,-57.706361
676,303.75,0.0,3.3,01,-1475,2474,246.60,2466,500,492,-57.150000,0.010800,-0.130939,-57.270139
677,304.20,0.0,0.0,00,-1476,2483,247.50,2475,500,492,-56.700000,0.010800,-0.165416,-56.854616
678,304.65,3.3,0.0,10,-1477,2492,248.40,2484,500,492,-56.250000,0.010800,-0.199883,-56.439083
679,305.10,3.3,3.3,11,-1478,2501,249.30,2493,500,492,-55.800000,0.010800,-0.213630,-56.002830
680,305.55,0.0,3.3,01,-1479,2510,250.20,2502,500,492,-55.350000,0.010800,-0.198077,-55.537277
681,306.00,0.0,0.0,00,-1480,2519,251.10,2511,500,492,-54.900000,0.010800,-0.161803,-55.051003
682,306.45,3.3,0.0,10,-1481,2528,252.00,2520,500,492,-54.450000,0.010800,-0.125520,-54.564720
683,306.90,3.3,3.3,11,-1482,2537,252.90,2529,500,492,-54.000000,0.010800,-0.109937,-54.099137
684,307.35,0.0,3.3,01,-1483,2546,253.80,2538,500,492,-53.550000,0.010800,-0.123634,-53.662834
685,307.80,0.0,0.0,00,-1484,2555,254.70,2547,500,492,-53.100000,0.010800,-0.158031,-53.247231
686,308.25,3.3,0.0,10,-1485,2564,255.60,2556,500,492,-52.650000,0.010800,-0.192419,-52.831619
687,308.70,3.3,3.3,11,-1486,2573,256.50,2565,500,492,-52.200000,0.010800,-0.206086,-52.395286
688,309.15,0.0,3.3,01,-1487,2582,257.40,2574,500,492,-51.750000,0.010800,-0.190454,-51.929654
689,309.60,0.0,0.0,00,-1488,2591,258.30,2583,500,492,-51.300000,0.010800,-0.154103,-51.443303
690,310.05,3.3,0.0,10,-1489,2600,259.20,2592,500,492,-50.850000,0.010800,-0.117741,-50.956941
691,310.50,3.3,3.3,11,-1490,2609,260.10,2601,500,492,-50.400000,0.010800,-0.102081,-50.491281
692,310.95,0.0,3.3,01,-1491,2618,261.00,2610,500,492,-49.950000,0.010800,-0.115701,-50.054901
693,311.40,0.0,0.0,00,-1492,2627,261.90,2619,500,492,-49.500000,0.010800,-0.150022,-49.639222
694,311.85,3.3,0.0,10,-1493,2636,262.80,2628,500,492,-49.050000,0.010800,-0.184334,-49.223534
695,312.30,3.3,3.3,11,-1494,2645,263.70,2637,500,492,-48.600000,0.010800,-0.197926,-48.787126
696,312.75,0.0,3.3,01,-1495,2654,264.60,2646,500,492,-48.150000,0.010800,-0.182220,-48.321420
697,313.20,0.0,0.0,00,-1496,2663,265.50,2655,500,492,-47.700000,0.010800,-0.145794,-47.834994
698,313.65,3.3,0.0,10,-1497,2672,266.40,2664,500,492,-47.250000,0.010800,-0.109359,-47.348559
699,314.10,3.3,3.3,11,-1498,2681,267.30,2673,500,492,-46.800000,0.010800,-0.093625,-46.882825
700,314.55,0.0,3.3,01,-1499,2690,268.20,2682,500,492,-46.350000,0.010800,-0.107172,-46.446372
701,315.00,0.0,0.0,00,-1500,2699,269.10,2691,500,492,-45.900000,0.010800,-0.141421,-46.030621
702,315.45,3.3,0.0,10,-1501,2708,270.00,2700,500,492,-45.450000,0.010800,-0.175662,-45.614862
703,315.90,3.3,3.3,11,-1502,2717,270.90,2709,500,492,-45.000000,0.010800,-0.189183,-45.178383
704,316.35,0.0,3.3,01,-1503,2726,271.80,2718,500,492,-44.550000,0.010800,-0.173406,-44.712606
705,316.80,0.0,0.0,00,-1504,2735,272.70,2727,500,492,-44.100000,0.010800,-0.136909,-44.226109
706,317.25,3.3,0.0,10,-1505,2744,273.60,2736,500,492,-43.650000,0.010800,-0.100405,-43.739605
707,317.70,3.3,3.3,11,-1506,2753,274.50,2745,500,492,-43.200000,0.010800,-0.084603,-43.273803
708,318.15,0.0,3.3,01,-1507,2762,275.40,2754,500,492,-42.750000,0.010800,-0.098081,-42.837281
709,318.60,0.0,0.0,00,-1508,2771,276.30,2763,500,492,-42.300000,0.010800,-0.132262,-42.421462
710,319.05,3.3,0.0,10,-1509,2780,277.20,2772,500,492,-41.850000,0.010800,-0.166435,-42.005635
711,319.50,3.3,3.3,11,-1510,2789,278.10,2781,500,492,-41.400000,0.010800,-0.179890,-41.569090
712,319.95,0.0,3.3,01,-1511,2798,279.00,2790,500,492,-40.950000,0.010800,-0.164047,-41.103247
713,320.40,0.0,0.0,00,-1512,2807,279.90,2799,500,492,-40.500000,0.010800,-0.127485,-40.616685
714,320.85,3.3,0.0,10,-1513,2816,280.80,2808,500,492,-40.050000,0.010800,-0.090915,-40.130115
715,321.30,3.3,3.3,11,-1514,2825,281.70,2817,500,492,-39.600000,0.010800,-0.075049,-39.664249
716,321.75,0.0,3.3,01,-1515,2834,282.60,2826,500,492,-39.150000,0.010800,-0.088463,-39.227663
717,322.20,0.0,0.0,00,-1516,2843,283.50,2835,500,492,-38.700000,0.010800,-0.122581,-38.811781
718,322.65,3.3,0.0,10,-1517,2852,284.40,2844,500,492,-38.250000,0.010800,-0.156692,-38.395892
719,323.10,3.3,3.3,11,-1518,2861,285.30,2853,500,492,-37.800000,0.010800,-0.170084,-37.959284
720,323.55,0.0,3.3,01,-1519,2870,286.20,2862,500,492,-37.350000,0.010800,-0.154180,-37.493380
721,324.00,0.0,0.0,00,-1520,2879,287.10,2871,500,492,-36.900000,0.010800,-0.117557,-37.006757
722,324.45,3.3,0.0,10,-1521,2888,288.00,2880,500,492,-36.450000,0.010800,-0.080927,-36.520127
723,324.90,3.3,3.3,11,-1522,2897,288.90,2889,500,492,-36.000000,0.010800,-0.065001,-36.054201
724,325.35,0.0,3.3,01,-1523,2906,289.80,2898,500,492,-35.550000,0.010800,-0.078357,-35.617557
725,325.80,0.0,0.0,00,-1524,2915,290.70,2907,500,492,-35.100000,0.010800,-0.112417,-35.201617
726,326.25,3.3,0.0,10,-1525,2924,291.60,2916,500,492,-34.650000,0.010800,-0.146469,-34.785669
727,326.70,3.3,3.3,11,-1526,2933,292.50,2925,500,492,-34.200000,0.010800,-0.159805,-34.349005
728,327.15,0.0,3.3,01,-1527,2942,293.40,2934,500,492,-33.750000,0.010800,-0.143844,-33.883044
729,327.60,0.0,0.0,00,-1528,2951,294.30,2943,500,492,-33.300000,0.010800,-0.107165,-33.396365
730,328.05,3.3,0.0,10,-1529,2960,295.20,2952,500,492,-32.850000,0.010800,-0.070480,-32.909680
731,328.50,3.3,3.3,11,-1530,2969,296.10,2961,500,492,-32.400000,0.010800,-0.054500,-32.443700
732,328.95,0.0,3.3,01,-1531,2978,297.00,2970,500,492,-31.950000,0.010800,-0.067802,-32.007002
733,329.40,0.0,0.0,00,-1532,2987,297.90,2979,500,492,-31.500000,0.010800,-0.101808,-31.591008
734,329.85,3.3,0.0,10,-1533,2996,298.80,2988,500,492,-31.050000,0.010800,-0.135808,-31.175008
735,330.30,3.3,3.3,11,-1534,3005,299.70,2997,500,492,-30.600000,0.010800,-0.149092,-30.738292
736,330.75,0.0,3.3,01,-1535,3014,300.60,3006,500,492,-30.150000,0.010800,-0.133080,-30.272280
737,331.20,0.0,0.0,00,-1536,3023,301.50,3015,500,492,-29.700000,0.010800,-0.096351,-29.785551
738,331.65,3.3,0.0,10,-1537,3032,302.40,3024,500,492,-29.250000,0.010800,-0.059616,-29.298816
739,332.10,3.3,3.3,11,-1538,3041,303.30,3033,500,492,-28.800000,0.010800,-0.043586,-28.832786
740,332.55,0.0,3.3,01,-1539,3050,304.20,3042,500,492,-28.350000,0.010800,-0.056840,-28.396040
741,333.00,0.0,0.0,00,-1540,3059,305.10,3051,500,492,-27.900000,0.010800,-0.090798,-27.979998
742,333.45,3.3,0.0,10,-1541,3068,306.00,3060,500,492,-27.450000,0.010800,-0.124751,-27.563951
743,333.90,3.3,3.3,11,-1542,3077,306.90,3069,500,492,-27.000000,0.010800,-0.137988,-27.127188
744,334.35,0.0,3.3,01,-1543,3086,307.80,3078,500,492,-26.550000,0.010800,-0.121930,-26.661130
745,334.80,0.0,0.0,00,-1544,3095,308.70,3087,500,492,-26.100000,0.010800,-0.085156,-26.174356
746,335.25,3.3,0.0,10,-1545,3104,309.60,3096,500,492,-25.650000,0.010800,-0.048377,-25.687577
747,335.70,3.3,3.3,11,-1546,3113,310.50,3105,500,492,-25.200000,0.010800,-0.032303,-25.221503
748,336.15,0.0,3.3,01,-1547,3122,311.40,3114,500,492,-24.750000,0.010800,-0.045513,-24.784713
749,336.60,0.0,0.0,00,-1548,3131,312.30,3123,500,492,-24.300000,0.010800,-0.079430,-24.368630
750,337.05,3.3,0.0,10,-1549,3140,313.20,3132,500,492,-23.850000,0.010800,-0.113341,-23.952541
751,337.50,3.3,3.3,11,-1550,3149,314.10,3141,500,492,-23.400000,0.010800,-0.126537,-23.515737
752,337.95,0.0,3.3,01,-1551,3158,315.00,3150,500,492,-22.950000,0.010800,-0.110438,-23.049638
753,338.40,0.0,0.0,00,-1552,3167,315.90,3159,500,492,-22.500000,0.010800,-0.073625,-22.562825
754,338.85,3.3,0.0,10,-1553,3176,316.80,3168,500,492,-22.050000,0.010800,-0.036807,-22.076007
755,339.30,3.3,3.3,11,-1554,3185,317.70,3177,500,492,-21.600000,0.010800,-0.020695,-21.609895
756,339.75,0.0,3.3,01,-1555,3194,318.60,3186,500,492,-21.150000,0.010800,-0.033868,-21.173068
757,340.20,0.0,0.0,00,-1556,3203,319.50,3195,500,492,-20.700000,0.010800,-0.067748,-20.756948
758,340.65,3.3,0.0,10,-1557,3212,320.40,3204,500,492,-20.250000,0.010800,-0.101623,-20.340823
759,341.10,3.3,3.3,11,-1558,3221,321.30,3213,500,492,-19.800000,0.010800,-0.114783,-19.903983
760,341.55,0.0,3.3,01,-1559,3230,322.20,3222,500,492,-19.350000,0.010800,-0.098651,-19.437851
761,342.00,0.0,0.0,00,-1560,3239,323.10,3231,500,492,-18.900000,0.010800,-0.061803,-18.951003
